"artist_name","track_name","album_name","mode","duration_ms","danceability","valence","tempo","speechiness","liveness","acousticness","instrumentalness","songlength"
"The Beatles","The Continuing Story Of Bungalow Bill - Esher Demo","The Beatles",0,160920,0.594,0.494,109.317,0.0397,0.163,0.642,0,"02:40"
"The Beatles","The Fool On The Hill - Remastered 2009","Magical Mystery Tour ",0,179106,0.356,0.49,144.184,0.0314,0.105,0.913,2.1e-06,"02:59"
"The Beatles","Penny Lane - Remastered 2009","Magical Mystery Tour ",1,180893,0.651,0.49,113.038,0.0316,0.136,0.212,0.026,"03:00"
"The Beatles","Honey Pie - 2018 Mix","The Beatles",1,161160,0.592,0.489,144.06,0.0622,0.136,0.893,4.96e-05,"02:41"
"The Beatles","Cry Baby Cry - 2018 Mix","The Beatles",1,181866,0.481,0.489,76.795,0.0264,0.196,0.129,0.0209,"03:01"
"The Beatles","Helter Skelter - First Version / Take 2","The Beatles",1,773520,0.608,0.481,134.531,0.0575,0.0944,0.681,0.139,"12:53"
"The Beatles","Yer Blues - 2018 Mix","The Beatles",1,241000,0.328,0.48,104.258,0.0467,0.0948,0.000652,0.216,"04:01"
"The Beatles","Mother Nature's Son - 2018 Mix","The Beatles",1,167826,0.564,0.473,84.761,0.0255,0.271,0.614,0.208,"02:47"
"The Beatles","You Won't See Me - Remastered 2009","Rubber Soul ",1,199960,0.488,0.473,115.941,0.0304,0.0538,0.136,0,"03:19"
"The Beatles","Baby, You're A Rich Man - Remastered 2009","Magical Mystery Tour ",1,181306,0.619,0.467,96.751,0.036,0.152,0.0119,1.05e-06,"03:01"
"The Beatles","Piggies - Esher Demo","The Beatles",1,125786,0.447,0.464,175.566,0.0445,0.341,0.868,0,"02:05"
"The Beatles","Happiness Is A Warm Gun - 2018 Mix","The Beatles",0,164520,0.461,0.459,138.935,0.0592,0.107,0.131,5.63e-06,"02:44"
"The Beatles","Blackbird - Take 28","The Beatles",1,135973,0.689,0.456,93.146,0.045,0.309,0.758,2.64e-05,"02:15"
"The Beatles","I Want To Tell You - Remastered 2009","Revolver ",1,147973,0.493,0.449,127.492,0.0315,0.148,0.182,4.4e-06,"02:27"
"The Beatles","Good Night - Take 22","The Beatles",1,226306,0.502,0.444,133.98,0.0345,0.117,0.942,1.4e-06,"03:46"
"The Beatles","Cry Baby Cry - Unnumbered Rehearsal","The Beatles",0,182773,0.607,0.441,126.797,0.0479,0.257,0.644,0.0033,"03:02"
"The Beatles","Child Of Nature - Esher Demo","The Beatles",1,157773,0.477,0.437,72.062,0.0294,0.132,0.67,0,"02:37"
"The Beatles","In My Life - Remastered 2009","Rubber Soul ",1,146333,0.688,0.435,103.239,0.0323,0.113,0.449,0,"02:26"
"The Beatles","Happiness Is A Warm Gun - Take 19","The Beatles",0,189040,0.484,0.433,73.112,0.0636,0.136,0.516,0.0233,"03:09"
"The Beatles","I'm So Tired - Esher Demo","The Beatles",1,190760,0.473,0.42,152.361,0.101,0.925,0.756,0,"03:10"
"The Beatles","I Want You (She's So Heavy) - Remastered 2009","Abbey Road ",0,467320,0.37,0.42,115.732,0.0321,0.0966,0.0233,0.205,"07:47"
"The Beatles","A Taste Of Honey - Remastered 2009","Please Please Me ",0,123480,0.42,0.412,101.408,0.0327,0.104,0.698,0,"02:03"
"The Beatles","Let It Be - Remastered 2009","Let It Be ",1,243026,0.443,0.41,143.462,0.0322,0.111,0.631,0,"04:03"
"The Beatles","Sour Milk Sea - Esher Demo","The Beatles",1,223533,0.662,0.402,127.317,0.0509,0.378,0.86,8.4e-06,"03:43"
"The Beatles","Here Comes The Sun - Remastered 2009","Abbey Road ",1,185733,0.557,0.394,129.171,0.0347,0.179,0.0339,0.00248,"03:05"
"The Beatles","She's Leaving Home - Remastered 2009","Sgt. Pepper's Lonely Hearts Club Band ",1,215160,0.381,0.393,127.581,0.0337,0.106,0.944,0,"03:35"
"The Beatles","The Long And Winding Road - Remastered 2009","Let It Be ",1,218186,0.299,0.392,132.282,0.0279,0.0559,0.756,0.0105,"03:38"
"The Beatles","Blackbird - Esher Demo","The Beatles",1,154520,0.585,0.388,89.156,0.0342,0.0758,0.699,0.000274,"02:34"
"The Beatles","You've Got To Hide Your Love Away - Remastered 2009","Help! ",1,129120,0.398,0.378,184.267,0.0282,0.102,0.207,0,"02:09"
"The Beatles","Something - Remastered 2009","Abbey Road ",1,182293,0.396,0.377,133.522,0.0304,0.138,0.198,2.62e-06,"03:02"
"The Beatles","Sexy Sadie - Take 3","The Beatles",1,188093,0.551,0.37,130.228,0.0542,0.108,0.819,0,"03:08"
"The Beatles","Dear Prudence - 2018 Mix","The Beatles",1,234973,0.395,0.369,150.785,0.0456,0.0685,0.0904,0.000453,"03:54"
"The Beatles","Pepperland - Remastered 2009","Yellow Submarine ",1,140733,0.354,0.367,113.126,0.032,0.243,0.661,0.763,"02:20"
"The Beatles","I've Got A Feeling - Remastered 2009","Let It Be ",1,217560,0.44,0.364,165.156,0.0358,0.582,0.0715,0,"03:37"
"The Beatles","While My Guitar Gently Weeps - Esher Demo","The Beatles",0,161440,0.503,0.36,82.396,0.0468,0.353,0.835,0,"02:41"
"The Beatles","Here, There And Everywhere - Remastered 2009","Revolver ",1,144880,0.29,0.36,165.361,0.0383,0.0917,0.921,0.00565,"02:24"
"The Beatles","Blackbird - 2018 Mix","The Beatles",1,138360,0.649,0.358,93.82,0.0396,0.0627,0.825,3.14e-06,"02:18"
"The Beatles","Rocky Raccoon - Esher Demo","The Beatles",1,164320,0.6,0.356,82.588,0.0349,0.301,0.619,0,"02:44"
"The Beatles","Within You Without You - Remastered 2009","Sgt. Pepper's Lonely Hearts Club Band ",1,304666,0.352,0.354,126.166,0.0338,0.486,0.339,0.000353,"05:04"
"The Beatles","(You're So Square) Baby I Don’t Care - Studio Jam","The Beatles",1,42693,0.411,0.353,112.173,0.0896,0.364,0.0991,0,"00:42"
"The Beatles","Good Night - Take 10 With A Guitar Part From Take 5","The Beatles",1,151013,0.329,0.343,141.588,0.0335,0.257,0.97,1.17e-06,"02:31"
"The Beatles","While My Guitar Gently Weeps - Acoustic Version / Take 2","The Beatles",0,182613,0.379,0.34,127.517,0.0346,0.194,0.83,0.413,"03:02"
"The Beatles","Julia - Two Rehearsals","The Beatles",0,271000,0.509,0.34,135.807,0.0676,0.19,0.747,0.00292,"04:31"
"The Beatles","Magical Mystery Tour - Remastered 2009","Magical Mystery Tour ",1,170106,0.297,0.338,170.962,0.0931,0.0734,0.0385,3.98e-05,"02:50"
"The Beatles","Revolution 1 - Take 18","The Beatles",1,628906,0.436,0.333,100.654,0.0871,0.643,0.151,0.0158,"10:28"
"The Beatles","Get Back - Remastered 2009","Let It Be ",1,189386,0.761,0.332,123.095,0.0586,0.61,0.492,0.00626,"03:09"
"The Beatles","Mother Nature's Son - Esher Demo","The Beatles",1,144413,0.356,0.331,174.134,0.0282,0.351,0.835,0.000122,"02:24"
"The Beatles","Yesterday - Remastered 2009","Help! ",1,125666,0.332,0.315,96.529,0.0326,0.0886,0.879,0,"02:05"
"The Beatles","The Inner Light - Take 6 / Instrumental Backing Track","The Beatles",1,167613,0.295,0.305,102.093,0.0424,0.338,0.618,0.81,"02:47"
"The Beatles","Not Guilty - Esher Demo","The Beatles",0,185186,0.594,0.301,103.238,0.0541,0.358,0.875,1.33e-05,"03:05"
"The Beatles","Wild Honey Pie - 2018 Mix","The Beatles",0,53000,0.749,0.299,89.897,0.0346,0.796,0.278,0.759,"00:53"
"The Beatles","Dear Prudence - Vocal, Guitar & Drums","The Beatles",1,239840,0.415,0.291,151.524,0.0371,0.0764,0.691,0.0129,"03:59"
"The Beatles","Strawberry Fields Forever - Remastered 2009","Magical Mystery Tour ",1,247320,0.39,0.289,97.871,0.178,0.0713,0.336,0.000138,"04:07"
"The Beatles","Dear Prudence - Esher Demo","The Beatles",0,287053,0.387,0.271,89.173,0.0302,0.143,0.655,0.0129,"04:47"
"The Beatles","Yellow Submarine In Pepperland - Remastered 2009","Yellow Submarine ",1,134026,0.406,0.271,105.345,0.0359,0.15,0.808,0.599,"02:14"
"The Beatles","Junk - Esher Demo","The Beatles",1,156586,0.37,0.263,137.685,0.0289,0.105,0.9,0.353,"02:36"
"The Beatles","Julia - Esher Demo","The Beatles",1,236466,0.507,0.261,138.715,0.0306,0.228,0.845,0.0344,"03:56"
"The Beatles","Flying - Remastered 2009","Magical Mystery Tour ",1,135520,0.551,0.261,92.929,0.0501,0.0932,0.368,0.88,"02:15"
"The Beatles","Sexy Sadie - Esher Demo","The Beatles",0,146693,0.432,0.257,147.869,0.0528,0.358,0.783,1.95e-06,"02:26"
"The Beatles","Helter Skelter - 2018 Mix","The Beatles",1,269773,0.22,0.248,167.748,0.0913,0.828,0.000218,0.141,"04:29"
"The Beatles","Helter Skelter - Second Version / Take 17","The Beatles",1,219213,0.361,0.242,83.305,0.0464,0.368,0.208,4.94e-05,"03:39"
"The Beatles","Honey Pie - Instrumental Backing Track","The Beatles",1,163106,0.604,0.24,144.125,0.0484,0.297,0.947,0.893,"02:43"
"The Beatles","Golden Slumbers - Remastered 2009","Abbey Road ",1,91760,0.419,0.239,80.608,0.0277,0.113,0.326,0.0034,"01:31"
"The Beatles","You Never Give Me Your Money - Remastered 2009","Abbey Road ",1,242973,0.335,0.223,174.464,0.0348,0.116,0.345,0.136,"04:02"
"The Beatles","The End - Remastered 2009","Abbey Road ",0,141613,0.647,0.222,123.444,0.0689,0.138,0.00101,0.285,"02:21"
"The Beatles","It's All Too Much - Remastered 2009","Yellow Submarine ",1,385013,0.39,0.199,113.511,0.0364,0.1,4.3e-05,0.412,"06:25"
"The Beatles","Sun King - Remastered 2009","Abbey Road ",1,146266,0.483,0.192,74.994,0.0277,0.116,0.284,0.499,"02:26"
"The Beatles","Come Together - Remastered 2009","Abbey Road ",0,259946,0.533,0.187,165.007,0.0393,0.0926,0.0302,0.248,"04:19"
"The Beatles","Happiness Is A Warm Gun - Esher Demo","The Beatles",1,115026,0.587,0.186,138.625,0.0424,0.161,0.771,2.41e-05,"01:55"
"The Beatles","Julia - 2018 Mix","The Beatles",1,176133,0.399,0.185,134.702,0.0314,0.106,0.849,0.000105,"02:56"
"The Beatles","Long, Long, Long - Take 44","The Beatles",1,174866,0.515,0.185,103.745,0.0467,0.402,0.659,5.4e-05,"02:54"
"The Beatles","What’s The New Mary Jane - Take 1","The Beatles",1,126746,0.714,0.184,79.59,0.224,0.0769,0.624,0,"02:06"
"The Beatles","A Day In The Life - Remastered 2009","Sgt. Pepper's Lonely Hearts Club Band ",0,337413,0.364,0.175,163.219,0.0675,0.922,0.29,0.000106,"05:37"
"The Beatles","Because - Remastered 2009","Abbey Road ",1,165666,0.328,0.162,81.257,0.0272,0.134,0.754,5.77e-06,"02:45"
"The Beatles","March Of The Meanies - Remastered 2009","Yellow Submarine ",0,139360,0.538,0.16,117.185,0.0387,0.456,0.934,0.758,"02:19"
"The Beatles","Good Night - 2018 Mix","The Beatles",1,195213,0.131,0.137,95.082,0.0349,0.107,0.888,0.383,"03:15"
"The Beatles","Circles - Esher Demo","The Beatles",1,136706,0.267,0.121,101.504,0.0378,0.1,0.351,1.52e-05,"02:16"
"The Beatles","Revolution 9 - 2018 Mix","The Beatles",0,500853,0.193,0.119,82.224,0.369,0.782,0.775,0.0908,"08:20"
"The Beatles","Long, Long, Long - 2018 Mix","The Beatles",1,186426,0.337,0.106,104.767,0.0282,0.103,0.35,0.139,"03:06"
"The Beatles","Sea Of Time - Remastered 2009","Yellow Submarine ",0,180213,0.237,0.0629,128.054,0.0387,0.203,0.971,0.0961,"03:00"
"The Beatles","Tomorrow Never Knows - Remastered 2009","Revolver ",1,179546,0.38,0.0534,125.887,0.0405,0.342,8.4e-05,0.00208,"02:59"
"The Beatles","Sea Of Monsters - Remastered 2009","Yellow Submarine ",1,216693,0.253,0.0489,83.971,0.0346,0.135,0.945,0.862,"03:36"
"The Beatles","Pepperland Laid Waste - Remastered 2009","Yellow Submarine ",0,132773,0.269,0.0462,82.423,0.042,0.302,0.877,0.821,"02:12"
"The Beatles","Blue Jay Way - Remastered 2009","Magical Mystery Tour ",1,235066,0.294,0.0378,101.052,0.0308,0.0852,0.0258,0.000219,"03:55"
"The Beatles","Sea Of Holes - Remastered 2009","Yellow Submarine ",0,136693,0.249,0.0357,118.99,0.04,0.454,0.959,0.926,"02:16"
